Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
09/07/2026;CFG;CFG BANK;197.95;196.00;197.95;193.10;165378.55;848;35;6861560160.00
08/07/2026;CFG;CFG BANK;195.20;198.00;198.00;194.00;118798.15;608;29;6931576080.00
07/07/2026;CFG;CFG BANK;199.85;199.00;199.85;194.00;127667.65;653;37;6966584040.00
06/07/2026;CFG;CFG BANK;199.95;199.00;199.95;193.15;335566.40;1715;61;6966584040.00
03/07/2026;CFG;CFG BANK;196.20;197.00;199.90;196.20;1991984.90;10042;36;6896568120.00
02/07/2026;CFG;CFG BANK;195.50;196.50;199.95;195.50;1252556.90;6324;39;6879064140.00
01/07/2026;CFG;CFG BANK;198.95;196.50;199.95;195.40;76665.00;389;20;6879064140.00
30/06/2026;CFG;CFG BANK;197.10;198.95;198.95;194.10;244547.65;1249;32;6964833642.00
29/06/2026;CFG;CFG BANK;196.00;196.50;199.85;191.00;510911.95;2636;67;6879064140.00
26/06/2026;CFG;CFG BANK;202.00;196.00;202.00;196.00;9586058.50;48724;69;6861560160.00
25/06/2026;CFG;CFG BANK;199.00;198.00;203.35;198.00;1174281.30;5929;50;6931576080.00
24/06/2026;CFG;CFG BANK;203.50;199.00;203.50;198.10;1082578.10;5439;24;6966584040.00
23/06/2026;CFG;CFG BANK;200.00;200.00;203.65;198.10;931158.20;4641;44;7001592000.00
22/06/2026;CFG;CFG BANK;203.40;200.00;203.40;200.00;75955.30;379;16;7001592000.00
19/06/2026;CFG;CFG BANK;201.00;202.00;203.65;199.35;1936400.25;9657;65;7071607920.00
18/06/2026;CFG;CFG BANK;203.00;204.00;205.00;201.10;1310275.50;6419;45;7141623840.00
16/06/2026;CFG;CFG BANK;205.00;204.90;209.90;201.00;836576.70;4088;37;7173131004.00
15/06/2026;CFG;CFG BANK;205.00;205.00;208.00;205.00;5938925.50;28968;47;7176631800.00
12/06/2026;CFG;CFG BANK;197.00;200.00;203.75;197.00;1259971.60;6290;43;7001592000.00
11/06/2026;CFG;CFG BANK;202.90;196.00;202.90;196.00;10131057.55;51576;84;6861560160.00
10/06/2026;CFG;CFG BANK;206.45;200.00;206.45;200.00;3714791.25;18497;71;7001592000.00
09/06/2026;CFG;CFG BANK;202.90;205.00;206.00;202.90;3811127.50;18721;42;7176631800.00
08/06/2026;CFG;CFG BANK;203.10;202.70;204.00;202.60;510456.10;2518;33;7096113492.00
05/06/2026;CFG;CFG BANK;204.00;204.00;208.00;204.00;804622.00;3944;20;7141623840.00
04/06/2026;CFG;CFG BANK;202.05;204.00;207.95;202.05;42711.05;211;6;7141623840.00
03/06/2026;CFG;CFG BANK;207.70;202.05;207.70;202.05;12400114.75;61333;74;7073358318.00
02/06/2026;CFG;CFG BANK;209.90;205.00;209.90;203.60;1288559.90;6268;42;7176631800.00
01/06/2026;CFG;CFG BANK;208.00;205.00;210.00;204.60;900919.65;4385;62;7176631800.00
26/05/2026;CFG;CFG BANK;209.95;205.00;210.00;205.00;2077881.60;10126;30;7176631800.00
25/05/2026;CFG;CFG BANK;211.50;208.00;211.50;207.20;392546.00;1886;28;7281655680.00
22/05/2026;CFG;CFG BANK;206.80;205.00;206.80;203.50;1130960.50;5517;12;7176631800.00
21/05/2026;CFG;CFG BANK;204.50;205.00;206.80;203.00;225429.80;1099;22;7176631800.00
20/05/2026;CFG;CFG BANK;204.00;205.00;206.80;202.00;6065116.75;29689;70;7176631800.00
19/05/2026;CFG;CFG BANK;205.00;203.20;206.80;203.05;7670199.05;37608;45;7113617472.00
18/05/2026;CFG;CFG BANK;207.00;203.00;210.00;203.00;1113370.40;5461;58;7106615880.00
15/05/2026;CFG;CFG BANK;205.10;205.00;211.50;205.00;5874975.10;28649;54;7176631800.00
14/05/2026;CFG;CFG BANK;207.00;205.00;212.00;205.00;5180278.50;25258;91;7176631800.00
13/05/2026;CFG;CFG BANK;205.90;206.50;212.20;205.90;4315387.20;20874;66;7229143740.00
12/05/2026;CFG;CFG BANK;207.25;207.00;213.00;207.00;1754437.75;8437;42;7246647720.00
11/05/2026;CFG;CFG BANK;210.00;207.55;214.00;207.10;509514.45;2444;50;7265902098.00
08/05/2026;CFG;CFG BANK;212.50;210.00;212.50;210.00;289552.05;1368;31;7351671600.00
07/05/2026;CFG;CFG BANK;210.00;212.90;214.30;204.20;661937.80;3190;88;7453194684.00
06/05/2026;CFG;CFG BANK;215.80;210.00;215.80;209.10;2278285.65;10689;97;7351671600.00
05/05/2026;CFG;CFG BANK;210.00;210.00;214.90;210.00;1501564.80;7148;44;7351671600.00
04/05/2026;CFG;CFG BANK;210.00;215.00;218.00;210.00;7703432.00;35832;38;7526711400.00
30/04/2026;CFG;CFG BANK;214.70;210.00;214.70;209.00;929403.70;4390;43;7351671600.00
29/04/2026;CFG;CFG BANK;213.30;210.00;216.90;210.00;807121.90;3818;42;7351671600.00
28/04/2026;CFG;CFG BANK;218.00;213.30;218.00;213.30;74037.50;346;17;7467197868.00
27/04/2026;CFG;CFG BANK;218.00;215.00;218.00;213.00;11014262.80;51237;44;7526711400.00
24/04/2026;CFG;CFG BANK;215.50;219.00;219.00;213.00;2131893.60;9749;44;7666743240.00
23/04/2026;CFG;CFG BANK;218.10;217.95;218.10;215.50;117277.10;540;24;7629984882.00
22/04/2026;CFG;CFG BANK;218.00;217.45;218.00;215.00;24912.95;115;10;7612480902.00
21/04/2026;CFG;CFG BANK;212.00;217.70;219.90;212.00;722851.05;3357;50;7621232892.00
20/04/2026;CFG;CFG BANK;212.10;212.20;216.90;211.00;4739727.15;22324;44;7428689112.00
17/04/2026;CFG;CFG BANK;214.90;219.00;222.00;212.00;11039757.25;51505;110;7666743240.00
16/04/2026;CFG;CFG BANK;215.90;212.50;217.00;212.50;8945395.90;41626;41;7439191500.00
15/04/2026;CFG;CFG BANK;212.40;212.00;217.00;210.50;4980255.90;23187;61;7421687520.00
14/04/2026;CFG;CFG BANK;211.95;212.00;212.40;208.00;972972.45;4591;51;7421687520.00
13/04/2026;CFG;CFG BANK;208.00;208.00;208.00;205.00;459360.50;2212;36;7281655680.00
10/04/2026;CFG;CFG BANK;211.95;208.00;211.95;207.00;16098008.00;77387;51;7281655680.00
09/04/2026;CFG;CFG BANK;210.00;208.00;211.95;208.00;4537800.55;21617;58;7281655680.00
08/04/2026;CFG;CFG BANK;211.00;210.00;212.00;206.00;3548029.00;16893;75;7351671600.00
07/04/2026;CFG;CFG BANK;204.10;201.00;210.00;201.00;10664144.00;52975;114;7036599960.00
06/04/2026;CFG;CFG BANK;209.00;205.50;209.00;205.50;83296712.60;400468;36;7194135780.00
03/04/2026;CFG;CFG BANK;203.00;209.00;209.00;202.60;16374160.15;78386;55;7316663640.00
02/04/2026;CFG;CFG BANK;202.90;204.00;207.00;202.80;4587756.25;22432;55;7141623840.00
01/04/2026;CFG;CFG BANK;207.95;204.00;211.00;204.00;53615569.30;260337;112;7141623840.00
31/03/2026;CFG;CFG BANK;208.00;200.00;208.00;200.00;5844923.90;29184;127;7001592000.00
30/03/2026;CFG;CFG BANK;203.40;200.00;209.40;200.00;3903682.70;19394;130;7001592000.00
27/03/2026;CFG;CFG BANK;209.90;203.00;209.90;203.00;8335766.95;41053;86;7106615880.00
26/03/2026;CFG;CFG BANK;210.00;205.00;213.00;205.00;2183186.40;10639;76;7176631800.00
25/03/2026;CFG;CFG BANK;207.05;210.00;214.00;207.05;1227219.05;5834;45;7351671600.00
24/03/2026;CFG;CFG BANK;212.00;210.00;214.00;207.00;3891186.40;18554;67;7351671600.00
19/03/2026;CFG;CFG BANK;212.00;208.00;212.00;208.00;6038626.00;29024;42;7281655680.00
18/03/2026;CFG;CFG BANK;207.00;214.90;214.90;204.50;3936567.30;18795;60;7523210604.00
17/03/2026;CFG;CFG BANK;202.50;207.50;208.40;202.50;1853315.75;8938;44;7264151700.00
16/03/2026;CFG;CFG BANK;204.00;202.00;210.00;202.00;802911.00;3966;46;7071607920.00
13/03/2026;CFG;CFG BANK;212.00;205.00;213.00;202.50;18665285.35;90635;111;7176631800.00
12/03/2026;CFG;CFG BANK;205.50;212.20;212.20;204.60;97443661.20;469151;68;7428689112.00
11/03/2026;CFG;CFG BANK;207.90;205.00;209.80;200.60;7178441.70;34876;82;7176631800.00
10/03/2026;CFG;CFG BANK;210.00;200.60;214.30;200.60;14880020.40;73898;138;7022596776.00
09/03/2026;CFG;CFG BANK;200.50;202.00;211.00;195.95;10730016.60;53135;150;7071607920.00
06/03/2026;CFG;CFG BANK;217.90;208.00;217.90;208.00;11072443.55;52851;142;7281655680.00
05/03/2026;CFG;CFG BANK;210.50;210.00;218.90;208.00;19525145.45;92882;213;7351671600.00
04/03/2026;CFG;CFG BANK;210.00;210.00;216.00;205.10;8798010.20;41957;272;7351671600.00
03/03/2026;CFG;CFG BANK;210.10;210.00;214.00;203.00;7375923.15;35164;165;7351671600.00
02/03/2026;CFG;CFG BANK;208.00;212.00;222.00;208.00;2369429.90;11187;152;7421687520.00
27/02/2026;CFG;CFG BANK;230.00;223.00;233.00;223.00;1207053.85;5378;103;7806775080.00
26/02/2026;CFG;CFG BANK;231.25;230.00;236.80;230.00;1449887.65;6289;61;8051830800.00
25/02/2026;CFG;CFG BANK;235.00;236.00;238.00;233.00;73657.00;313;28;8261878560.00
24/02/2026;CFG;CFG BANK;236.00;235.00;237.90;233.50;3769665.20;15952;48;8226870600.00
23/02/2026;CFG;CFG BANK;240.00;236.00;240.00;236.00;7207453.50;30284;25;8261878560.00
20/02/2026;CFG;CFG BANK;243.50;237.00;243.50;237.00;2029745.85;8411;49;8296886520.00
19/02/2026;CFG;CFG BANK;239.95;238.80;242.00;238.00;4416481.95;18408;99;8359900848.00
18/02/2026;CFG;CFG BANK;235.00;235.05;237.00;235.00;1744145.55;7420;24;8228620998.00
17/02/2026;CFG;CFG BANK;237.90;236.85;238.00;234.50;4379403.85;18614;35;8291635326.00
16/02/2026;CFG;CFG BANK;233.00;237.90;237.90;230.00;556023.65;2390;60;8328393684.00
13/02/2026;CFG;CFG BANK;230.10;233.00;235.00;230.00;16332149.90;69894;47;8156854680.00
12/02/2026;CFG;CFG BANK;231.50;231.00;231.50;227.10;1843935.20;8017;46;8086838760.00
11/02/2026;CFG;CFG BANK;230.00;231.50;231.50;229.00;5903701.50;25668;39;8104342740.00
10/02/2026;CFG;CFG BANK;234.45;230.00;234.45;230.00;4138191.70;17987;69;8051830800.00
09/02/2026;CFG;CFG BANK;233.00;234.75;235.50;230.00;163843.00;708;41;8218118610.00
06/02/2026;CFG;CFG BANK;228.00;230.00;232.90;227.10;8258602.30;35914;79;8051830800.00
05/02/2026;CFG;CFG BANK;231.00;227.90;234.00;227.90;961714.15;4212;95;7978314084.00
04/02/2026;CFG;CFG BANK;230.50;234.40;234.40;230.50;112427.20;485;27;8205865824.00
03/02/2026;CFG;CFG BANK;230.00;231.00;233.00;230.00;7739694.55;33517;42;8086838760.00
02/02/2026;CFG;CFG BANK;230.50;230.00;234.95;230.00;10351450.30;44984;93;8051830800.00
30/01/2026;CFG;CFG BANK;231.50;230.10;237.00;230.10;2446843.60;10614;69;8055331596.00
29/01/2026;CFG;CFG BANK;235.00;231.00;239.00;231.00;4830665.00;20602;67;8086838760.00
28/01/2026;CFG;CFG BANK;232.05;235.00;236.00;231.05;11392188.25;48750;85;8226870600.00
27/01/2026;CFG;CFG BANK;231.10;232.00;234.90;231.00;1585474.75;6832;62;8121846720.00
26/01/2026;CFG;CFG BANK;237.00;232.00;237.00;231.00;2817097.15;12132;66;8121846720.00
23/01/2026;CFG;CFG BANK;240.00;235.00;240.00;234.60;11559026.40;49182;59;8226870600.00
22/01/2026;CFG;CFG BANK;234.60;240.00;244.00;234.20;297886.60;1256;54;8401910400.00
21/01/2026;CFG;CFG BANK;239.00;235.00;240.00;235.00;1079022.85;4588;62;8226870600.00
20/01/2026;CFG;CFG BANK;238.75;237.00;241.90;237.00;1016776.80;4280;87;8296886520.00
19/01/2026;CFG;CFG BANK;240.05;239.00;245.00;238.70;1767699.95;7365;66;8366902440.00
16/01/2026;CFG;CFG BANK;245.00;242.00;245.00;240.10;3026580.65;12505;55;8471926320.00
15/01/2026;CFG;CFG BANK;243.10;242.00;245.00;242.00;675048.50;2786;48;8471926320.00
