Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
17/03/2026;SNA;STOKVIS NORD AFRIQUE;70.00;70.00;73.00;70.00;1008219.63;14320;103;1238660500.00
16/03/2026;SNA;STOKVIS NORD AFRIQUE;70.00;69.81;72.50;69.81;1584247.11;22550;135;1235298421.50
13/03/2026;SNA;STOKVIS NORD AFRIQUE;75.00;73.00;75.00;73.00;469446.32;6389;104;1291745950.00
12/03/2026;SNA;STOKVIS NORD AFRIQUE;73.20;74.80;75.00;73.20;288028.98;3910;61;1323597220.00
11/03/2026;SNA;STOKVIS NORD AFRIQUE;76.00;73.50;76.00;73.00;248779.46;3337;67;1300593525.00
10/03/2026;SNA;STOKVIS NORD AFRIQUE;76.98;75.00;76.98;74.50;2672460.35;35288;197;1327136250.00
09/03/2026;SNA;STOKVIS NORD AFRIQUE;72.50;70.00;72.50;67.41;1165919.32;16780;204;1238660500.00
06/03/2026;SNA;STOKVIS NORD AFRIQUE;80.10;74.00;82.00;74.00;2905786.48;37751;423;1309441100.00
05/03/2026;SNA;STOKVIS NORD AFRIQUE;73.00;76.94;76.94;71.10;3004766.19;40273;361;1361464841.00
04/03/2026;SNA;STOKVIS NORD AFRIQUE;59.00;69.95;69.95;59.00;7681311.99;116697;767;1237775742.50
03/03/2026;SNA;STOKVIS NORD AFRIQUE;63.60;63.60;63.60;63.60;530805.60;8346;123;1125411540.00
02/03/2026;SNA;STOKVIS NORD AFRIQUE;70.66;70.66;70.66;70.66;517725.82;7327;118;1250339299.00
27/02/2026;SNA;STOKVIS NORD AFRIQUE;85.60;78.50;87.50;77.77;9926761.30;124727;920;1389069275.00
26/02/2026;SNA;STOKVIS NORD AFRIQUE;85.48;86.00;86.80;85.48;329801.57;3839;67;1521782900.00
25/02/2026;SNA;STOKVIS NORD AFRIQUE;87.90;86.51;87.90;85.00;1009468.87;11754;163;1530807426.50
24/02/2026;SNA;STOKVIS NORD AFRIQUE;86.51;86.10;88.80;86.00;1282351.93;14837;213;1523552415.00
23/02/2026;SNA;STOKVIS NORD AFRIQUE;90.48;85.33;90.48;84.10;3655010.77;42202;463;1509927149.50
20/02/2026;SNA;STOKVIS NORD AFRIQUE;90.00;89.02;91.50;89.00;1669964.80;18667;147;1575222253.00
19/02/2026;SNA;STOKVIS NORD AFRIQUE;93.00;89.33;94.00;89.01;1498569.81;16549;132;1580707749.50
18/02/2026;SNA;STOKVIS NORD AFRIQUE;90.16;92.70;98.00;90.16;2556522.13;27042;283;1640340405.00
17/02/2026;SNA;STOKVIS NORD AFRIQUE;92.90;92.00;93.00;91.60;150842.60;1638;30;1627953800.00
16/02/2026;SNA;STOKVIS NORD AFRIQUE;91.00;92.50;93.30;90.00;1251674.50;13541;99;1636801375.00
13/02/2026;SNA;STOKVIS NORD AFRIQUE;93.00;90.15;93.00;90.00;983874.96;10822;122;1595217772.50
12/02/2026;SNA;STOKVIS NORD AFRIQUE;87.50;91.90;92.50;87.01;1072071.45;11899;174;1626184285.00
11/02/2026;SNA;STOKVIS NORD AFRIQUE;90.01;89.49;90.80;88.20;610319.13;6852;132;1583538973.50
10/02/2026;SNA;STOKVIS NORD AFRIQUE;93.00;90.88;93.00;90.03;327916.59;3576;56;1608135232.00
09/02/2026;SNA;STOKVIS NORD AFRIQUE;94.50;91.59;94.50;90.00;726642.56;7923;122;1620698788.50
06/02/2026;SNA;STOKVIS NORD AFRIQUE;90.00;92.60;93.00;85.50;2421531.35;27307;298;1638570890.00
05/02/2026;SNA;STOKVIS NORD AFRIQUE;92.49;89.65;92.49;84.00;2526534.38;28641;428;1586370197.50
04/02/2026;SNA;STOKVIS NORD AFRIQUE;92.00;92.00;93.50;90.56;280092.41;3048;75;1627953800.00
03/02/2026;SNA;STOKVIS NORD AFRIQUE;92.50;92.84;94.00;91.65;406492.22;4395;72;1642817726.00
02/02/2026;SNA;STOKVIS NORD AFRIQUE;93.50;91.90;94.00;90.50;1494863.90;16389;166;1626184285.00
30/01/2026;SNA;STOKVIS NORD AFRIQUE;96.00;93.45;96.00;91.00;1610002.66;17358;194;1653611767.50
29/01/2026;SNA;STOKVIS NORD AFRIQUE;99.05;96.00;102.90;95.01;5754362.27;58153;476;1698734400.00
28/01/2026;SNA;STOKVIS NORD AFRIQUE;88.50;94.30;94.30;85.70;2303763.07;25114;272;1668652645.00
27/01/2026;SNA;STOKVIS NORD AFRIQUE;85.00;85.73;89.00;85.00;2173001.76;25247;242;1517005209.50
26/01/2026;SNA;STOKVIS NORD AFRIQUE;90.17;85.00;91.99;84.00;3911423.54;45447;498;1504087750.00
23/01/2026;SNA;STOKVIS NORD AFRIQUE;94.50;90.17;94.50;89.50;2263516.44;24889;289;1595571675.50
22/01/2026;SNA;STOKVIS NORD AFRIQUE;93.10;91.80;98.00;91.80;1678022.90;17860;195;1624414770.00
21/01/2026;SNA;STOKVIS NORD AFRIQUE;93.45;93.00;94.98;92.25;836278.11;8960;82;1645648950.00
20/01/2026;SNA;STOKVIS NORD AFRIQUE;92.50;93.30;94.90;91.00;2530991.35;27380;297;1650957495.00
19/01/2026;SNA;STOKVIS NORD AFRIQUE;95.00;95.10;96.00;92.15;1568734.35;16647;182;1682808765.00
16/01/2026;SNA;STOKVIS NORD AFRIQUE;96.00;96.62;97.50;94.00;1867351.32;19571;246;1709705393.00
15/01/2026;SNA;STOKVIS NORD AFRIQUE;99.49;96.50;99.50;96.30;1492199.56;15281;210;1707581975.00
13/01/2026;SNA;STOKVIS NORD AFRIQUE;101.00;98.01;101.50;98.01;3900827.25;39440;316;1734301651.50
12/01/2026;SNA;STOKVIS NORD AFRIQUE;102.95;102.50;104.50;100.10;1659193.70;16343;157;1813752875.00
09/01/2026;SNA;STOKVIS NORD AFRIQUE;101.75;102.00;102.00;99.00;3356069.99;33397;226;1804905300.00
08/01/2026;SNA;STOKVIS NORD AFRIQUE;102.60;99.99;103.50;99.70;2341620.82;23210;334;1769338048.50
07/01/2026;SNA;STOKVIS NORD AFRIQUE;106.00;102.00;108.85;102.00;3257847.70;31284;307;1804905300.00
06/01/2026;SNA;STOKVIS NORD AFRIQUE;112.00;105.10;113.00;105.10;5705345.25;51924;434;1859760265.00
05/01/2026;SNA;STOKVIS NORD AFRIQUE;105.00;108.45;109.95;104.00;3320964.75;30813;389;1919039017.50
02/01/2026;SNA;STOKVIS NORD AFRIQUE;95.90;102.10;102.10;95.00;3627989.40;36360;384;1806674815.00
31/12/2025;SNA;STOKVIS NORD AFRIQUE;91.10;94.00;96.00;91.10;5845659.18;62159;406;1663344100.00
30/12/2025;SNA;STOKVIS NORD AFRIQUE;97.00;90.30;98.97;90.00;13988783.77;148484;846;1597872045.00
29/12/2025;SNA;STOKVIS NORD AFRIQUE;102.50;96.30;103.00;96.30;4067853.20;41345;590;1704042945.00
26/12/2025;SNA;STOKVIS NORD AFRIQUE;105.95;104.00;106.50;103.00;10134993.10;97384;330;1840295600.00
25/12/2025;SNA;STOKVIS NORD AFRIQUE;107.50;106.00;110.50;105.00;3731093.75;34649;201;1875685900.00
24/12/2025;SNA;STOKVIS NORD AFRIQUE;110.00;107.50;110.50;107.50;1582600.30;14517;194;1902228625.00
23/12/2025;SNA;STOKVIS NORD AFRIQUE;110.90;110.75;110.90;109.50;462274.00;4200;74;1959737862.50
22/12/2025;SNA;STOKVIS NORD AFRIQUE;113.00;110.00;113.00;109.00;1858945.75;16851;249;1946466500.00
19/12/2025;SNA;STOKVIS NORD AFRIQUE;112.00;111.40;114.60;111.40;2064765.80;18415;181;1971239710.00
18/12/2025;SNA;STOKVIS NORD AFRIQUE;114.00;114.80;116.00;111.50;2317429.70;20257;125;2031403220.00
17/12/2025;SNA;STOKVIS NORD AFRIQUE;114.00;113.00;115.00;112.90;456689.90;4025;82;1999551950.00
16/12/2025;SNA;STOKVIS NORD AFRIQUE;116.00;112.90;118.90;112.90;3272766.55;28489;126;1997782435.00
15/12/2025;SNA;STOKVIS NORD AFRIQUE;115.00;115.00;116.00;111.70;4363661.30;38105;207;2034942250.00
12/12/2025;SNA;STOKVIS NORD AFRIQUE;112.30;114.00;116.80;112.00;5505553.65;47964;233;2017247100.00
11/12/2025;SNA;STOKVIS NORD AFRIQUE;112.00;111.55;113.90;111.50;500155.15;4469;103;1973893982.50
10/12/2025;SNA;STOKVIS NORD AFRIQUE;113.00;112.15;114.20;112.10;224911.20;1992;61;1984511072.50
09/12/2025;SNA;STOKVIS NORD AFRIQUE;114.80;113.00;114.80;113.00;106779.50;941;25;1999551950.00
08/12/2025;SNA;STOKVIS NORD AFRIQUE;112.10;114.00;114.75;112.00;582604.90;5148;72;2017247100.00
05/12/2025;SNA;STOKVIS NORD AFRIQUE;111.15;112.00;114.80;111.05;888728.45;7923;103;1981856800.00
04/12/2025;SNA;STOKVIS NORD AFRIQUE;114.00;111.15;114.00;111.00;1257516.50;11213;164;1966815922.50
03/12/2025;SNA;STOKVIS NORD AFRIQUE;115.50;113.00;115.50;113.00;1072915.90;9450;97;1999551950.00
02/12/2025;SNA;STOKVIS NORD AFRIQUE;114.80;113.00;116.50;112.30;1153999.95;10104;127;1999551950.00
01/12/2025;SNA;STOKVIS NORD AFRIQUE;118.00;113.80;119.00;113.00;2383236.50;20571;199;2013708070.00
28/11/2025;SNA;STOKVIS NORD AFRIQUE;117.15;115.00;119.90;114.00;2913702.25;24881;241;2034942250.00
27/11/2025;SNA;STOKVIS NORD AFRIQUE;115.80;118.15;119.00;113.00;1295209.05;11069;109;2090681972.50
26/11/2025;SNA;STOKVIS NORD AFRIQUE;111.85;113.95;114.75;111.85;756103.00;6712;75;2016362342.50
25/11/2025;SNA;STOKVIS NORD AFRIQUE;114.00;111.85;114.50;111.50;649472.05;5785;90;1979202527.50
24/11/2025;SNA;STOKVIS NORD AFRIQUE;115.00;114.00;116.85;113.30;618828.25;5410;78;2017247100.00
21/11/2025;SNA;STOKVIS NORD AFRIQUE;113.00;114.50;116.90;113.00;1042319.20;9092;102;2026094675.00
20/11/2025;SNA;STOKVIS NORD AFRIQUE;112.90;113.85;115.00;112.00;662067.70;5834;89;2014592827.50
19/11/2025;SNA;STOKVIS NORD AFRIQUE;113.90;110.30;114.00;108.30;3215963.15;29072;286;1951775045.00
17/11/2025;SNA;STOKVIS NORD AFRIQUE;118.00;116.00;118.00;115.00;1220879.25;10496;136;2052637400.00
14/11/2025;SNA;STOKVIS NORD AFRIQUE;118.00;118.00;119.80;117.20;789975.60;6692;77;2088027700.00
13/11/2025;SNA;STOKVIS NORD AFRIQUE;119.80;118.85;119.80;116.50;771906.00;6542;116;2103068577.50
12/11/2025;SNA;STOKVIS NORD AFRIQUE;121.00;118.55;121.00;118.55;2156252.85;18091;178;2097760032.50
11/11/2025;SNA;STOKVIS NORD AFRIQUE;123.00;121.00;123.90;119.00;5756673.35;47772;364;2141113150.00
10/11/2025;SNA;STOKVIS NORD AFRIQUE;123.00;123.50;124.90;123.00;845795.65;6861;79;2185351025.00
07/11/2025;SNA;STOKVIS NORD AFRIQUE;125.90;123.60;125.95;123.00;1306969.65;10552;122;2187120540.00
05/11/2025;SNA;STOKVIS NORD AFRIQUE;125.00;123.55;126.00;123.55;2290776.65;18390;221;2186235782.50
04/11/2025;SNA;STOKVIS NORD AFRIQUE;126.00;126.00;127.95;125.50;2817962.90;22323;140;2229588900.00
03/11/2025;SNA;STOKVIS NORD AFRIQUE;130.00;125.90;130.00;125.90;6964921.00;54518;389;2227819385.00
31/10/2025;SNA;STOKVIS NORD AFRIQUE;125.00;123.00;129.00;123.00;10290488.50;81499;385;2176503450.00
30/10/2025;SNA;STOKVIS NORD AFRIQUE;126.00;125.95;127.50;125.00;2231535.75;17765;167;2228704142.50
29/10/2025;SNA;STOKVIS NORD AFRIQUE;126.20;125.00;127.90;125.00;8723015.25;69479;431;2211893750.00
28/10/2025;SNA;STOKVIS NORD AFRIQUE;129.90;126.75;130.00;126.75;17580550.65;137022;376;2242860262.50
27/10/2025;SNA;STOKVIS NORD AFRIQUE;131.00;129.00;131.40;128.50;9002272.25;69402;194;2282674350.00
24/10/2025;SNA;STOKVIS NORD AFRIQUE;129.35;130.00;132.00;129.25;1655248.50;12729;127;2300369500.00
23/10/2025;SNA;STOKVIS NORD AFRIQUE;132.80;130.00;132.80;130.00;3551038.50;27044;164;2300369500.00
22/10/2025;SNA;STOKVIS NORD AFRIQUE;134.00;132.60;137.00;132.60;5808553.10;43333;273;2346376890.00
21/10/2025;SNA;STOKVIS NORD AFRIQUE;131.00;133.50;133.50;129.10;7585604.35;57500;217;2362302525.00
20/10/2025;SNA;STOKVIS NORD AFRIQUE;129.00;130.00;131.50;127.15;6526346.55;50131;219;2300369500.00
17/10/2025;SNA;STOKVIS NORD AFRIQUE;127.75;127.25;129.00;127.00;2783322.15;21737;145;2251707837.50
16/10/2025;SNA;STOKVIS NORD AFRIQUE;124.00;127.95;128.90;122.15;3158661.85;24842;179;2264094442.50
15/10/2025;SNA;STOKVIS NORD AFRIQUE;118.50;123.95;124.00;118.20;4025679.85;33456;288;2193313842.50
14/10/2025;SNA;STOKVIS NORD AFRIQUE;128.20;122.00;129.80;121.00;4114619.55;33291;247;2158808300.00
