Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
14/07/2026;CMG;CMGP GROUP;329.00;320.00;336.00;316.00;3422876.85;10718;272;5440288000.00
13/07/2026;CMG;CMGP GROUP;334.10;330.05;335.00;329.00;788917.50;2382;106;5611147045.00
10/07/2026;CMG;CMGP GROUP;334.50;338.95;339.50;334.10;3286718.15;9777;29;5762455055.00
09/07/2026;CMG;CMGP GROUP;334.20;336.00;337.90;334.00;128457.65;384;25;5712302400.00
08/07/2026;CMG;CMGP GROUP;336.00;338.00;340.00;335.00;244247.50;727;32;5746304200.00
07/07/2026;CMG;CMGP GROUP;337.05;336.00;340.00;336.00;140624.40;418;28;5712302400.00
06/07/2026;CMG;CMGP GROUP;337.50;340.00;344.95;336.00;248688.80;731;44;5780306000.00
03/07/2026;CMG;CMGP GROUP;339.00;335.00;344.00;335.00;1393777.65;4146;104;5695301500.00
02/07/2026;CMG;CMGP GROUP;347.00;345.00;347.00;336.00;54902.95;161;26;5865310500.00
01/07/2026;CMG;CMGP GROUP;348.00;335.00;349.90;335.00;324025.05;955;56;5695301500.00
