Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
01/10/2024;CSR;COSUMAR;190.25;190.00;191.50;190.00;4607099.90;24229;48;17952557170.00
30/09/2024;CSR;COSUMAR;193.00;190.80;193.00;190.40;976752.60;5118;14;18028146884.40
27/09/2024;CSR;COSUMAR;193.00;193.00;193.00;190.20;4622894.10;24078;45;18236018599.00
26/09/2024;CSR;COSUMAR;193.00;190.50;193.50;190.00;13678257.75;71857;51;17999800741.50
25/09/2024;CSR;COSUMAR;192.50;192.00;192.50;192.00;2280971.50;11880;11;18141531456.00
24/09/2024;CSR;COSUMAR;192.50;191.95;195.25;190.00;10628425.70;55833;72;18136807098.85
23/09/2024;CSR;COSUMAR;192.15;192.50;193.00;190.15;429741.50;2236;21;18188775027.50
20/09/2024;CSR;COSUMAR;193.00;192.50;193.70;190.30;12831602.50;66637;49;18188775027.50
19/09/2024;CSR;COSUMAR;184.95;192.00;193.00;183.50;41344954.15;217373;131;18141531456.00
18/09/2024;CSR;COSUMAR;183.05;184.90;185.00;183.00;2393398.20;13025;20;17470672740.70
13/09/2024;CSR;COSUMAR;183.00;184.15;184.90;183.00;6527537.65;35518;22;17399807383.45
12/09/2024;CSR;COSUMAR;182.50;182.00;184.50;182.00;3159449.10;17330;27;17196660026.00
11/09/2024;CSR;COSUMAR;181.05;184.90;184.95;180.85;2963742.20;16373;37;17470672740.70
10/09/2024;CSR;COSUMAR;183.00;180.85;185.00;180.85;2892300.40;15976;43;17087999811.55
09/09/2024;CSR;COSUMAR;183.60;180.85;184.00;180.85;9414046.80;52013;95;17087999811.55
06/09/2024;CSR;COSUMAR;184.00;182.00;186.00;182.00;5200962.10;28559;76;17196660026.00
05/09/2024;CSR;COSUMAR;184.00;184.00;188.50;184.00;1025156.20;5571;44;17385634312.00
04/09/2024;CSR;COSUMAR;186.00;184.00;186.00;184.00;281506.45;1522;19;17385634312.00
03/09/2024;CSR;COSUMAR;186.00;184.00;186.00;183.00;510409.60;2774;33;17385634312.00
02/09/2024;CSR;COSUMAR;188.40;184.00;189.00;184.00;275151.70;1485;20;17385634312.00
30/08/2024;CSR;COSUMAR;188.45;184.00;188.45;184.00;2891435.10;15702;55;17385634312.00
29/08/2024;CSR;COSUMAR;188.50;180.05;189.50;180.05;2747172.20;15069;105;17012410097.15
28/08/2024;CSR;COSUMAR;189.45;188.00;189.45;188.00;4180662.45;22230;25;17763582884.00
27/08/2024;CSR;COSUMAR;188.00;187.50;189.00;187.50;6252779.50;33347;26;17716339312.50
26/08/2024;CSR;COSUMAR;187.80;187.50;189.50;187.00;563786.90;2998;27;17716339312.50
23/08/2024;CSR;COSUMAR;188.00;187.80;189.00;187.00;2160801.90;11460;23;17744685455.40
22/08/2024;CSR;COSUMAR;187.00;188.00;189.00;187.00;47789.25;254;20;17763582884.00
19/08/2024;CSR;COSUMAR;183.00;188.90;189.00;183.00;222889.80;1209;29;17848621312.70
16/08/2024;CSR;COSUMAR;188.95;188.90;189.00;187.10;85835.60;456;19;17848621312.70
15/08/2024;CSR;COSUMAR;189.00;188.00;189.00;188.00;1021924.15;5411;19;17763582884.00
13/08/2024;CSR;COSUMAR;189.00;188.90;189.00;187.10;670204.20;3581;12;17848621312.70
12/08/2024;CSR;COSUMAR;186.10;188.00;189.00;186.10;758406.60;4060;15;17763582884.00
09/08/2024;CSR;COSUMAR;186.90;186.00;189.00;186.00;10491950.90;56388;39;17574608598.00
08/08/2024;CSR;COSUMAR;189.00;189.00;189.00;189.00;3213.00;17;3;17858070027.00
07/08/2024;CSR;COSUMAR;188.20;186.00;189.45;186.00;539870.90;2895;61;17574608598.00
06/08/2024;CSR;COSUMAR;186.10;189.50;189.50;186.10;420602.10;2228;21;17905313598.50
05/08/2024;CSR;COSUMAR;188.75;187.75;189.75;184.50;1382778.25;7367;113;17739961098.25
02/08/2024;CSR;COSUMAR;189.00;189.95;190.20;189.00;6194685.40;32604;45;17947832812.85
01/08/2024;CSR;COSUMAR;192.75;190.05;192.75;188.15;377638.55;1989;24;17957281527.15
31/07/2024;CSR;COSUMAR;193.00;191.00;194.00;191.00;1647899.60;8547;24;18047044313.00
29/07/2024;CSR;COSUMAR;191.95;193.00;193.00;190.00;4922305.75;25585;32;18236018599.00
26/07/2024;CSR;COSUMAR;190.00;190.00;190.00;188.40;5001843.65;26326;52;17952557170.00
25/07/2024;CSR;COSUMAR;190.00;189.00;190.00;189.00;58860.00;311;16;17858070027.00
24/07/2024;CSR;COSUMAR;189.00;190.00;190.00;188.00;392855.55;2088;53;17952557170.00
23/07/2024;CSR;COSUMAR;190.00;189.00;190.00;188.10;232086.20;1223;41;17858070027.00
22/07/2024;CSR;COSUMAR;190.00;190.00;190.00;190.00;160550.00;845;28;17952557170.00
19/07/2024;CSR;COSUMAR;191.00;190.00;191.80;190.00;2199976.70;11532;51;17952557170.00
18/07/2024;CSR;COSUMAR;194.00;192.00;194.00;190.75;3242021.80;16887;35;18141531456.00
17/07/2024;CSR;COSUMAR;195.45;191.50;195.45;191.50;4499962.05;23354;19;18094287884.50
16/07/2024;CSR;COSUMAR;193.00;192.90;193.00;192.90;869979.90;4510;4;18226569884.70
15/07/2024;CSR;COSUMAR;193.00;193.00;195.90;192.00;62345.00;324;10;18236018599.00
12/07/2024;CSR;COSUMAR;194.00;193.00;194.00;193.00;1460300.00;7565;9;18236018599.00
11/07/2024;CSR;COSUMAR;196.10;194.00;197.95;193.00;4989190.90;25849;30;18330505742.00
10/07/2024;CSR;COSUMAR;198.50;205.00;205.00;197.00;2374017.30;11824;42;19369864315.00
09/07/2024;CSR;COSUMAR;195.15;199.00;199.00;195.15;1533875.40;7711;21;18802941457.00
08/07/2024;CSR;COSUMAR;198.90;194.10;198.90;194.10;2144.70;11;3;18339954456.30
05/07/2024;CSR;COSUMAR;194.00;198.90;199.00;194.00;2585458.50;13017;47;18793492742.70
04/07/2024;CSR;COSUMAR;195.00;194.00;195.00;193.50;113913.90;587;10;18330505742.00
03/07/2024;CSR;COSUMAR;195.00;194.50;195.00;193.50;2702934.10;13899;14;18377749313.50
02/07/2024;CSR;COSUMAR;196.15;195.10;196.15;195.00;21711.90;111;10;18434441599.30
01/07/2024;CSR;COSUMAR;199.00;196.00;199.00;196.00;34796.85;177;9;18519480028.00
28/06/2024;CSR;COSUMAR;195.95;195.95;195.95;193.40;600535.75;3065;9;18514755670.85
27/06/2024;CSR;COSUMAR;195.95;194.95;195.95;194.95;313304.15;1607;4;18420268527.85
26/06/2024;CSR;COSUMAR;192.05;195.00;197.00;192.05;6657190.65;34026;26;18424992885.00
25/06/2024;CSR;COSUMAR;194.50;192.05;194.50;192.00;10026.05;52;7;18146255813.15
24/06/2024;CSR;COSUMAR;194.70;192.15;194.70;192.15;3674818.90;19097;10;18155704527.45
21/06/2024;CSR;COSUMAR;193.90;190.00;194.80;190.00;1855096.30;9626;49;17952557170.00
20/06/2024;CSR;COSUMAR;192.80;192.60;194.00;192.15;1644318.40;8538;37;18198223741.80
19/06/2024;CSR;COSUMAR;193.25;192.60;194.00;192.60;936398.50;4837;36;18198223741.80
14/06/2024;CSR;COSUMAR;195.00;193.40;195.00;193.40;54555.00;280;4;18273813456.20
13/06/2024;CSR;COSUMAR;194.00;194.00;194.00;194.00;5286112.00;27248;13;18330505742.00
12/06/2024;CSR;COSUMAR;194.95;194.95;194.95;194.00;11678.00;60;3;18420268527.85
11/06/2024;CSR;COSUMAR;193.15;193.20;194.00;193.15;6206979.45;32003;4;18254916027.60
10/06/2024;CSR;COSUMAR;193.00;193.00;193.00;193.00;15247.00;79;2;18236018599.00
07/06/2024;CSR;COSUMAR;193.60;194.00;194.00;193.50;188596.35;974;13;18330505742.00
06/06/2024;CSR;COSUMAR;193.00;193.50;193.50;193.00;5983.50;31;2;18283262170.50
05/06/2024;CSR;COSUMAR;195.00;193.00;195.00;193.00;4715102.90;24429;16;18236018599.00
04/06/2024;CSR;COSUMAR;194.20;193.00;195.00;193.00;3960942.20;20495;32;18236018599.00
03/06/2024;CSR;COSUMAR;195.00;195.00;195.00;194.60;590625.00;3035;3;18424992885.00
31/05/2024;CSR;COSUMAR;195.00;194.20;195.00;194.15;593153.95;3052;11;18349403170.60
30/05/2024;CSR;COSUMAR;194.30;195.00;195.00;194.30;4528379.40;23223;13;18424992885.00
29/05/2024;CSR;COSUMAR;195.00;194.15;195.00;194.15;14404.50;74;9;18344678813.45
28/05/2024;CSR;COSUMAR;195.05;195.00;197.80;195.00;4219447.30;21630;22;18424992885.00
27/05/2024;CSR;COSUMAR;196.00;195.05;197.90;195.05;2423054.25;12418;17;18429717242.15
24/05/2024;CSR;COSUMAR;196.50;196.00;196.50;195.05;1950938.30;10002;7;18519480028.00
23/05/2024;CSR;COSUMAR;196.80;197.00;197.00;196.80;12803.00;65;7;18613967171.00
22/05/2024;CSR;COSUMAR;197.00;196.80;197.00;194.65;1965192.55;10088;11;18595069742.40
21/05/2024;CSR;COSUMAR;194.60;194.60;194.60;194.60;1469619.20;7552;4;18387198027.80
20/05/2024;CSR;COSUMAR;197.00;194.50;197.20;194.10;3896288.10;20032;6;18377749313.50
17/05/2024;CSR;COSUMAR;197.50;194.00;197.50;194.00;2941351.40;15161;20;18330505742.00
16/05/2024;CSR;COSUMAR;196.00;194.00;197.50;194.00;620146.10;3195;21;18330505742.00
15/05/2024;CSR;COSUMAR;197.95;195.00;198.00;195.00;207147.70;1059;17;18424992885.00
14/05/2024;CSR;COSUMAR;196.05;195.80;197.00;195.80;1368136.45;6982;20;18500582599.40
13/05/2024;CSR;COSUMAR;197.40;195.95;197.40;195.95;243221.80;1241;10;18514755670.85
10/05/2024;CSR;COSUMAR;196.00;195.95;197.40;195.50;296277.00;1513;16;18514755670.85
09/05/2024;CSR;COSUMAR;196.00;196.00;196.00;195.25;450312.00;2298;15;18519480028.00
08/05/2024;CSR;COSUMAR;196.00;196.00;196.00;195.30;808787.00;4127;7;18519480028.00
07/05/2024;CSR;COSUMAR;196.00;196.00;196.50;196.00;9331192.50;47608;19;18519480028.00
06/05/2024;CSR;COSUMAR;195.20;197.00;199.00;195.20;5949195.70;30198;12;18613967171.00
03/05/2024;CSR;COSUMAR;197.50;197.50;197.50;195.10;960742.30;4873;14;18661210742.50
02/05/2024;CSR;COSUMAR;199.45;195.00;199.45;195.00;2043261.00;10405;30;18424992885.00
30/04/2024;CSR;COSUMAR;198.90;198.00;198.90;198.00;3076337.70;15537;9;18708454314.00
29/04/2024;CSR;COSUMAR;198.40;198.95;199.00;197.80;1868605.65;9445;10;18798217099.85
26/04/2024;CSR;COSUMAR;198.00;197.80;198.00;196.00;8008932.15;40520;21;18689556885.40
25/04/2024;CSR;COSUMAR;197.00;196.10;197.00;194.00;530764.20;2710;18;18528928742.30
24/04/2024;CSR;COSUMAR;198.80;197.00;198.80;196.55;1521043.15;7718;15;18613967171.00
23/04/2024;CSR;COSUMAR;196.00;198.00;198.00;195.55;155578.00;791;15;18708454314.00
22/04/2024;CSR;COSUMAR;199.00;197.10;199.00;197.10;300547.70;1523;17;18623415885.30
19/04/2024;CSR;COSUMAR;198.85;198.00;199.50;197.00;21957642.70;110890;36;18708454314.00
18/04/2024;CSR;COSUMAR;197.95;197.95;198.00;195.10;10340070.60;52229;24;18703729956.85
17/04/2024;CSR;COSUMAR;192.80;199.00;199.00;191.00;5037492.70;26104;82;18802941457.00
16/04/2024;CSR;COSUMAR;195.20;192.70;197.50;192.15;2978988.15;15372;113;18207672456.10
15/04/2024;CSR;COSUMAR;198.90;197.00;199.00;195.50;2509974.30;12767;32;18613967171.00
09/04/2024;CSR;COSUMAR;197.10;199.70;199.70;195.00;3910622.60;19933;45;18869082457.10
08/04/2024;CSR;COSUMAR;198.90;198.30;198.90;197.00;72025.80;365;10;18736800456.90
05/04/2024;CSR;COSUMAR;199.00;197.00;199.00;197.00;5510614.10;27972;20;18613967171.00
04/04/2024;CSR;COSUMAR;198.85;197.00;198.85;197.00;4449936.10;22588;22;18613967171.00
03/04/2024;CSR;COSUMAR;199.00;196.15;199.00;196.00;1978543.25;10061;31;18533653099.45
02/04/2024;CSR;COSUMAR;199.85;199.85;199.85;199.85;399.70;2;1;18883255528.55
01/04/2024;CSR;COSUMAR;199.95;197.00;199.95;197.00;1333544.45;6747;40;18613967171.00
29/03/2024;CSR;COSUMAR;201.40;200.50;201.40;200.00;768974.50;3825;10;18944672171.50
28/03/2024;CSR;COSUMAR;200.00;201.40;202.00;199.00;1988770.50;9915;35;19029710600.20
27/03/2024;CSR;COSUMAR;197.00;199.00;200.00;197.00;2104376.65;10614;36;18802941457.00
