Séance;Ticker;Instrument;Ouverture;Dernier Cours;Plus Haut;Plus Bas;Volume (MAD);Titres Échangés;Nb Transactions;Capitalisation
19/09/2024;RDS;RESIDENCES DAR SAADA;76.01;75.45;76.24;74.01;9654755.90;128772;361;1977457732.50
18/09/2024;RDS;RESIDENCES DAR SAADA;76.89;76.25;76.89;75.50;3097719.84;40741;199;1998424812.50
13/09/2024;RDS;RESIDENCES DAR SAADA;77.45;76.79;77.45;76.00;4492082.82;58698;84;2012577591.50
12/09/2024;RDS;RESIDENCES DAR SAADA;76.00;77.00;77.48;76.00;1085665.03;14129;94;2018081450.00
11/09/2024;RDS;RESIDENCES DAR SAADA;75.24;76.28;76.40;75.24;583662.39;7675;66;1999211078.00
10/09/2024;RDS;RESIDENCES DAR SAADA;76.00;74.01;76.50;74.01;8095062.67;107522;347;1939716988.50
09/09/2024;RDS;RESIDENCES DAR SAADA;77.50;76.50;77.65;76.20;8405704.10;109597;414;2004977025.00
06/09/2024;RDS;RESIDENCES DAR SAADA;76.76;77.49;78.00;76.76;2275443.31;29456;160;2030923786.50
05/09/2024;RDS;RESIDENCES DAR SAADA;75.90;76.98;77.30;75.80;1907568.36;24961;152;2017557273.00
04/09/2024;RDS;RESIDENCES DAR SAADA;75.55;75.31;77.30;75.00;3143216.88;41421;232;1973788493.50
03/09/2024;RDS;RESIDENCES DAR SAADA;78.00;76.00;78.00;74.00;12678880.61;166235;706;1991872600.00
02/09/2024;RDS;RESIDENCES DAR SAADA;80.20;79.60;82.98;78.90;12521870.09;156135;560;2086224460.00
30/08/2024;RDS;RESIDENCES DAR SAADA;84.20;76.20;85.00;76.20;27384350.22;348127;1256;1997114370.00
29/08/2024;RDS;RESIDENCES DAR SAADA;85.30;84.60;85.90;84.10;7632782.00;89673;250;2217268710.00
28/08/2024;RDS;RESIDENCES DAR SAADA;84.70;85.57;85.90;83.50;2920928.51;34519;142;2242691294.50
27/08/2024;RDS;RESIDENCES DAR SAADA;84.10;83.99;84.80;83.71;3012714.12;35875;148;2201281311.50
26/08/2024;RDS;RESIDENCES DAR SAADA;85.00;84.50;85.50;84.30;4870040.40;57545;112;2214647825.00
23/08/2024;RDS;RESIDENCES DAR SAADA;85.80;84.50;85.90;84.10;2634385.11;30984;122;2214647825.00
22/08/2024;RDS;RESIDENCES DAR SAADA;84.07;85.26;85.95;84.07;5470826.00;64293;160;2234566551.00
19/08/2024;RDS;RESIDENCES DAR SAADA;83.90;84.06;84.44;82.10;11175489.83;133739;254;2203115931.00
16/08/2024;RDS;RESIDENCES DAR SAADA;85.60;84.50;86.42;84.25;7498811.03;88133;180;2214647825.00
15/08/2024;RDS;RESIDENCES DAR SAADA;83.01;85.49;85.50;83.00;17239688.30;204744;272;2240594586.50
13/08/2024;RDS;RESIDENCES DAR SAADA;83.41;83.90;84.73;83.00;10381628.72;124081;223;2198922515.00
12/08/2024;RDS;RESIDENCES DAR SAADA;81.29;83.00;83.49;80.10;30125203.92;369397;319;2175334550.00
09/08/2024;RDS;RESIDENCES DAR SAADA;80.06;79.70;81.25;79.58;449342.20;5630;62;2088845345.00
08/08/2024;RDS;RESIDENCES DAR SAADA;81.99;81.20;81.99;79.17;648866.26;8042;60;2128158620.00
07/08/2024;RDS;RESIDENCES DAR SAADA;82.00;81.88;82.50;81.00;2366029.54;28951;92;2145980638.00
06/08/2024;RDS;RESIDENCES DAR SAADA;81.49;80.75;82.00;79.00;5965886.60;73961;183;2116364637.50
05/08/2024;RDS;RESIDENCES DAR SAADA;82.20;78.00;83.01;77.60;13938791.60;175817;561;2044290300.00
02/08/2024;RDS;RESIDENCES DAR SAADA;85.01;85.00;86.46;83.03;6905262.98;81450;249;2227752250.00
01/08/2024;RDS;RESIDENCES DAR SAADA;87.80;85.50;88.40;85.14;3071541.41;35743;154;2240856675.00
31/07/2024;RDS;RESIDENCES DAR SAADA;90.00;87.45;90.00;87.30;8912412.56;100305;270;2291963932.50
29/07/2024;RDS;RESIDENCES DAR SAADA;84.50;86.90;87.00;84.49;6565509.41;76281;274;2277549065.00
26/07/2024;RDS;RESIDENCES DAR SAADA;83.40;83.90;84.70;83.40;1386999.68;16529;93;2198922515.00
25/07/2024;RDS;RESIDENCES DAR SAADA;83.50;82.22;84.10;81.95;2554356.15;30887;161;2154891647.00
24/07/2024;RDS;RESIDENCES DAR SAADA;85.00;83.65;85.50;82.51;5456184.76;65248;210;2192370302.50
23/07/2024;RDS;RESIDENCES DAR SAADA;83.79;84.00;86.00;83.01;9602150.33;113889;395;2201543400.00
22/07/2024;RDS;RESIDENCES DAR SAADA;78.50;81.95;81.95;77.72;4255761.71;53551;187;2147815257.50
19/07/2024;RDS;RESIDENCES DAR SAADA;78.99;77.01;78.99;77.00;2646347.31;34109;95;2018343538.50
18/07/2024;RDS;RESIDENCES DAR SAADA;77.40;77.50;79.00;77.00;4267322.11;55157;127;2031185875.00
17/07/2024;RDS;RESIDENCES DAR SAADA;77.50;77.11;79.99;75.10;11707598.47;150698;288;2020964423.50
16/07/2024;RDS;RESIDENCES DAR SAADA;77.35;76.31;77.35;76.31;1396715.43;18188;117;1999997343.50
15/07/2024;RDS;RESIDENCES DAR SAADA;72.85;75.55;75.99;72.15;1682894.10;22568;122;1980078617.50
12/07/2024;RDS;RESIDENCES DAR SAADA;73.99;72.85;74.00;72.00;5229566.89;71954;273;1909314722.50
11/07/2024;RDS;RESIDENCES DAR SAADA;75.25;74.00;76.00;72.00;6249870.55;84608;338;1939454900.00
10/07/2024;RDS;RESIDENCES DAR SAADA;77.90;75.99;77.98;75.03;1296893.79;17160;99;1991610511.50
09/07/2024;RDS;RESIDENCES DAR SAADA;76.62;77.59;77.99;75.00;1698772.76;22400;100;2033544671.50
08/07/2024;RDS;RESIDENCES DAR SAADA;78.00;77.50;78.00;76.60;339260.93;4393;61;2031185875.00
05/07/2024;RDS;RESIDENCES DAR SAADA;77.51;77.50;79.60;77.20;3192893.33;40909;193;2031185875.00
04/07/2024;RDS;RESIDENCES DAR SAADA;76.00;77.00;77.90;76.00;1337544.59;17299;106;2018081450.00
03/07/2024;RDS;RESIDENCES DAR SAADA;75.56;76.00;76.00;72.10;4633266.68;62201;287;1991872600.00
02/07/2024;RDS;RESIDENCES DAR SAADA;75.01;76.10;78.69;75.01;4091116.42;53492;220;1994493485.00
01/07/2024;RDS;RESIDENCES DAR SAADA;80.80;77.05;80.80;77.02;1992631.67;25632;98;2019391892.50
28/06/2024;RDS;RESIDENCES DAR SAADA;80.00;79.05;80.50;79.05;3411217.64;42685;70;2071809592.50
27/06/2024;RDS;RESIDENCES DAR SAADA;79.50;79.98;80.90;79.10;1744150.00;21744;77;2096183823.00
26/06/2024;RDS;RESIDENCES DAR SAADA;81.00;79.50;82.00;79.10;2888757.76;36012;109;2083603575.00
25/06/2024;RDS;RESIDENCES DAR SAADA;79.80;81.00;81.99;76.00;6399134.31;80695;249;2122916850.00
24/06/2024;RDS;RESIDENCES DAR SAADA;80.50;79.10;80.68;78.00;1636148.29;20693;121;2073120035.00
21/06/2024;RDS;RESIDENCES DAR SAADA;80.80;80.00;80.86;80.00;1076533.80;13435;98;2096708000.00
20/06/2024;RDS;RESIDENCES DAR SAADA;83.30;81.00;83.30;79.85;1522597.00;18790;157;2122916850.00
19/06/2024;RDS;RESIDENCES DAR SAADA;83.99;81.50;84.50;81.50;1415159.22;16971;156;2136021275.00
14/06/2024;RDS;RESIDENCES DAR SAADA;82.00;82.00;82.00;81.00;2796703.43;34307;152;2149125700.00
13/06/2024;RDS;RESIDENCES DAR SAADA;81.40;81.30;82.50;80.00;7460325.41;91817;260;2130779505.00
12/06/2024;RDS;RESIDENCES DAR SAADA;78.00;81.30;81.79;77.01;5219083.27;65133;250;2130779505.00
11/06/2024;RDS;RESIDENCES DAR SAADA;76.49;77.50;77.98;75.80;858683.04;11141;88;2031185875.00
10/06/2024;RDS;RESIDENCES DAR SAADA;76.99;76.00;76.99;74.80;2524675.00;33359;165;1991872600.00
07/06/2024;RDS;RESIDENCES DAR SAADA;78.00;75.00;78.99;75.00;3884261.75;50965;235;1965663750.00
06/06/2024;RDS;RESIDENCES DAR SAADA;72.93;77.00;77.00;70.13;9325001.12;125704;546;2018081450.00
05/06/2024;RDS;RESIDENCES DAR SAADA;80.99;72.91;80.99;72.91;21057874.30;276824;849;1910887253.50
04/06/2024;RDS;RESIDENCES DAR SAADA;82.00;81.00;83.40;81.00;8525621.71;104555;216;2122916850.00
03/06/2024;RDS;RESIDENCES DAR SAADA;83.88;83.40;85.00;79.20;10526832.09;127674;324;2185818090.00
